output/haircuts/output/image_vectors/supercuts109.jpg.npy,0
output/haircuts/output/image_vectors/fantasticsams181.jpg.npy,12
output/haircuts/output/image_vectors/fantasticsams429.jpg.npy,12
output/haircuts/output/image_vectors/supercuts226.jpg.npy,16
output/haircuts/output/image_vectors/fantasticsams165.jpg.npy,4
output/haircuts/output/image_vectors/sportclipshaircuts257.jpg.npy,8
output/haircuts/output/image_vectors/fantasticsams238.jpg.npy,2
output/haircuts/output/image_vectors/greatclips708.jpg.npy,14
output/haircuts/output/image_vectors/greatclips514.jpg.npy,7
output/haircuts/output/image_vectors/supercuts43.jpg.npy,1
output/haircuts/output/image_vectors/fantasticsams662.jpg.npy,17
output/haircuts/output/image_vectors/fantasticsams397.jpg.npy,12
output/haircuts/output/image_vectors/sportclipshaircuts238.jpg.npy,8
output/haircuts/output/image_vectors/fantasticsams482.jpg.npy,17
output/haircuts/output/image_vectors/greatclips228.jpg.npy,9
output/haircuts/output/image_vectors/fantasticsams86.jpg.npy,0
output/haircuts/output/image_vectors/greatclips835.jpg.npy,11
output/haircuts/output/image_vectors/supercuts334.jpg.npy,16
output/haircuts/output/image_vectors/greatclips651.jpg.npy,11
output/haircuts/output/image_vectors/fantasticsams449.jpg.npy,19
output/haircuts/output/image_vectors/fantasticsams667.jpg.npy,19
output/haircuts/output/image_vectors/sportclipshaircuts100.jpg.npy,1
output/haircuts/output/image_vectors/greatclips377.jpg.npy,6
output/haircuts/output/image_vectors/sportclipshaircuts93.jpg.npy,1
output/haircuts/output/image_vectors/greatclips812.jpg.npy,14
output/haircuts/output/image_vectors/greatclips454.jpg.npy,7
output/haircuts/output/image_vectors/fantasticsams213.jpg.npy,15
output/haircuts/output/image_vectors/fantasticsams656.jpg.npy,18
output/haircuts/output/image_vectors/greatclips610.jpg.npy,5
output/haircuts/output/image_vectors/fantasticsams421.jpg.npy,1
output/haircuts/output/image_vectors/fantasticsams386.jpg.npy,6
output/haircuts/output/image_vectors/fantasticsams562.jpg.npy,18
output/haircuts/output/image_vectors/fantasticsams497.jpg.npy,19
output/haircuts/output/image_vectors/fantasticsams865.jpg.npy,11
output/haircuts/output/image_vectors/fantasticsams849.jpg.npy,15
output/haircuts/output/image_vectors/fantasticsams29.jpg.npy,0
output/haircuts/output/image_vectors/sportclipshaircuts138.jpg.npy,11
output/haircuts/output/image_vectors/greatclips648.jpg.npy,3
output/haircuts/output/image_vectors/fantasticsams626.jpg.npy,13
output/haircuts/output/image_vectors/greatclips724.jpg.npy,11
output/haircuts/output/image_vectors/fantasticsams205.jpg.npy,3
output/haircuts/output/image_vectors/greatclips705.jpg.npy,7
output/haircuts/output/image_vectors/fantasticsams326.jpg.npy,19
output/haircuts/output/image_vectors/greatclips40.jpg.npy,6
output/haircuts/output/image_vectors/supercuts434.jpg.npy,14
output/haircuts/output/image_vectors/fantasticsams21.jpg.npy,2
output/haircuts/output/image_vectors/fantasticsams523.jpg.npy,18
output/haircuts/output/image_vectors/greatclips251.jpg.npy,11
output/haircuts/output/image_vectors/sportclipshaircuts343.jpg.npy,15
output/haircuts/output/image_vectors/sportclipshaircuts173.jpg.npy,1
output/haircuts/output/image_vectors/greatclips396.jpg.npy,9
output/haircuts/output/image_vectors/greatclips134.jpg.npy,10
output/haircuts/output/image_vectors/sportclipshaircuts260.jpg.npy,16
output/haircuts/output/image_vectors/sportclipshaircuts23.jpg.npy,16
output/haircuts/output/image_vectors/fantasticsams423.jpg.npy,6
output/haircuts/output/image_vectors/sportclipshaircuts318.jpg.npy,15
output/haircuts/output/image_vectors/greatclips287.jpg.npy,6
output/haircuts/output/image_vectors/fantasticsams736.jpg.npy,18
output/haircuts/output/image_vectors/greatclips281.jpg.npy,6
output/haircuts/output/image_vectors/supercuts349.jpg.npy,3
output/haircuts/output/image_vectors/fantasticsams48.jpg.npy,0
output/haircuts/output/image_vectors/fantasticsams273.jpg.npy,2
output/haircuts/output/image_vectors/fantasticsams363.jpg.npy,15
output/haircuts/output/image_vectors/greatclips499.jpg.npy,9
output/haircuts/output/image_vectors/fantasticsams24.jpg.npy,9
output/haircuts/output/image_vectors/fantasticsams266.jpg.npy,4
output/haircuts/output/image_vectors/sportclipshaircuts67.jpg.npy,15
output/haircuts/output/image_vectors/supercuts52.jpg.npy,0
output/haircuts/output/image_vectors/greatclips802.jpg.npy,11
output/haircuts/output/image_vectors/greatclips755.jpg.npy,9
output/haircuts/output/image_vectors/sportclipshaircuts172.jpg.npy,8
output/haircuts/output/image_vectors/fantasticsams330.jpg.npy,19
output/haircuts/output/image_vectors/sportclipshaircuts245.jpg.npy,18
output/haircuts/output/image_vectors/supercuts388.jpg.npy,1
output/haircuts/output/image_vectors/sportclipshaircuts26.jpg.npy,1
output/haircuts/output/image_vectors/supercuts153.jpg.npy,14
output/haircuts/output/image_vectors/greatclips99.jpg.npy,10
output/haircuts/output/image_vectors/greatclips219.jpg.npy,3
output/haircuts/output/image_vectors/greatclips588.jpg.npy,15
output/haircuts/output/image_vectors/greatclips180.jpg.npy,14
output/haircuts/output/image_vectors/fantasticsams474.jpg.npy,0
output/haircuts/output/image_vectors/greatclips277.jpg.npy,1
output/haircuts/output/image_vectors/fantasticsams789.jpg.npy,1
output/haircuts/output/image_vectors/greatclips172.jpg.npy,7
output/haircuts/output/image_vectors/sportclipshaircuts272.jpg.npy,16
output/haircuts/output/image_vectors/greatclips857.jpg.npy,19
output/haircuts/output/image_vectors/supercuts354.jpg.npy,7
output/haircuts/output/image_vectors/greatclips206.jpg.npy,1
output/haircuts/output/image_vectors/fantasticsams836.jpg.npy,0
output/haircuts/output/image_vectors/greatclips797.jpg.npy,11
output/haircuts/output/image_vectors/fantasticsams40.jpg.npy,4
output/haircuts/output/image_vectors/sportclipshaircuts195.jpg.npy,0
output/haircuts/output/image_vectors/greatclips688.jpg.npy,15
output/haircuts/output/image_vectors/greatclips81.jpg.npy,6
output/haircuts/output/image_vectors/fantasticsams815.jpg.npy,14
output/haircuts/output/image_vectors/supercuts31.jpg.npy,1
output/haircuts/output/image_vectors/supercuts433.jpg.npy,14
output/haircuts/output/image_vectors/fantasticsams232.jpg.npy,1
output/haircuts/output/image_vectors/fantasticsams768.jpg.npy,19
output/haircuts/output/image_vectors/fantasticsams852.jpg.npy,1
output/haircuts/output/image_vectors/supercuts482.jpg.npy,15
output/haircuts/output/image_vectors/supercuts401.jpg.npy,9
